"bu_code","bu_naam","parkeren_pct","auto_pct","voet_pct","fiets_pct"
"BU00140801","Hoogkerk-Zuid",0.08,0.66,0.20,0.07
"BU00140808","Peizerweg",0.01,0.76,0.12,0.12
"BU00240300","'t Zandt",0.11,0.54,0.33,0.02
"BU00340309","Regenboogbuurt",0.14,0.41,0.35,0.10
"BU00140807","Suikerfabriekterrein",0.01,0.92,0.02,0.04
"BU00140803","Vierverlaten",0.02,0.75,0.04,0.19
"BU00340215","Noorderplassen",0.14,0.52,0.24,0.11
"BU00140811","Kranenburg",0.09,0.79,0.05,0.06
"BU00140805","Leegkerk",0.03,0.78,0.01,0.18
"BU00140806","Gravenburg",0.00,0.59,0.25,0.15
"BU02035780","Buitengebied Garderen",0.04,0.82,0.04,0.10
"BU00141104","Noorderhoogebrug",0.02,0.85,0.06,0.07
"BU00340310","Indischebuurt",0.17,0.37,0.36,0.11
"BU00140907","Westpark",0.00,0.50,0.18,0.31
"BU00140905","Dorkwerd",0.00,0.83,0.04,0.13
"BU00140906","De Held",0.10,0.45,0.36,0.09
"BU00141000","Selwerd",0.05,0.45,0.42,0.07
"BU00141003","Zernike Campus",0.20,0.55,0.13,0.12
"BU00141004","Selwerderhof",0.03,0.32,0.60,0.05
"BU00141005","Tuinwijk",0.10,0.37,0.51,0.02
"BU00141100","Beijum-West",0.13,0.53,0.26,0.09
"BU00141101","Beijum-Oost",0.14,0.44,0.34,0.08
"BU00530203","Tinallinge",0.01,0.85,0.09,0.06
"BU00530204","Saaxumhuizen",0.00,1.00,0.00,0.00
"BU00141102","De Hunze",0.05,0.61,0.30,0.04
"BU00141103","Van Starkenborgh",0.05,0.60,0.30,0.04
"BU00340311","Eilandenbuurt",0.17,0.43,0.35,0.05
"BU00150002","Sebaldeburen",0.04,0.69,0.10,0.16
"BU00141107","Hunzeboord",0.01,0.58,0.16,0.25
"BU00141200","Lewenborg-Noord",0.17,0.40,0.39,0.04
"BU00141201","Lewenborg-Zuid",0.14,0.40,0.38,0.09
"BU00220600","Bebouwde kom Oostwold",0.06,0.63,0.28,0.03
"BU00141106","Koningslaagte",0.01,0.88,0.00,0.11
"BU00340312","Stripheldenbuurt",0.13,0.49,0.29,0.09
"BU00340313","Sieradenbuurt",0.07,0.58,0.22,0.13
"BU00141202","Lewenborg-West",0.11,0.45,0.31,0.14
"BU00141203","Oosterhoogebrug",0.09,0.63,0.20,0.08
"BU00141404","Tersluis",0.05,0.79,0.13,0.04
"BU00340371","Poldervlak",0.03,0.71,0.10,0.16
"BU00530202","Rasquert",0.05,0.71,0.24,0.00
"BU00141204","Ulgersmaborg",0.13,0.59,0.24,0.04
"BU00141205","Hunzepark",0.15,0.83,0.01,0.01
"BU18920311","Vijfakkers-Noord",0.18,0.48,0.30,0.04
"BU00141207","Kardinge",0.15,0.33,0.24,0.28
"BU00141208","Drielanden",0.08,0.43,0.32,0.18
"BU00150301","Oldekerk",0.08,0.64,0.17,0.11
"BU00530209","Baflo",0.01,0.93,0.04,0.02
"BU00141209","Noorddijk",0.02,0.55,0.02,0.41
"BU00141210","Ruischerbrug",0.01,0.68,0.17,0.13
"BU02090141","Beuningen-Aalsterveld",0.10,0.49,0.37,0.04
"BU00141300","Middelbert",0.06,0.83,0.02,0.08
"BU00150009","Overige verspreide huizen",0.00,0.85,0.05,0.10
"BU00150309","Oldekerk",0.01,0.86,0.01,0.12
"BU00340372","De Vaart",0.07,0.74,0.07,0.12
"BU00340373","Buitenvaart",0.01,0.84,0.01,0.13
"BU00141302","Klein Harkstede",0.02,0.84,0.00,0.13
"BU00790202","Westergeest",0.08,0.76,0.16,0.00
"BU00150000","Grootegast",0.10,0.60,0.22,0.08
"BU00141406","De Wierden",0.17,0.60,0.09,0.15
"BU00141301","Engelbert",0.02,0.85,0.06,0.07
"BU00141400","Meeroevers",0.11,0.58,0.25,0.06
"BU00141401","Harkstede GN",0.02,0.70,0.02,0.25
"BU00240301","Zeerijp",0.09,0.67,0.23,0.00
"BU00150006","Het Peebos",0.00,1.00,0.00,0.00
"BU00141402","Lageland GN",0.00,0.91,0.00,0.09
"BU00150001","Doezum",0.10,0.56,0.25,0.09
"BU00170100","Noordlaren",0.01,0.81,0.07,0.11
"BU00340399","Overig Almere Buiten",0.02,0.85,0.04,0.10
"BU02090161","Beuningen-Beuningse Plas",0.07,0.61,0.28,0.05
"BU00150100","Lutjegast",0.04,0.69,0.24,0.03
"BU00150109","Lutjegast",0.00,0.85,0.00,0.15
"BU00340401","Europakwartier",0.15,0.49,0.30,0.06
"BU00150201","Opende-Oost",0.03,0.77,0.00,0.20
"BU00150007","ten zuiden van Sebaldeburen",0.01,0.95,0.03,0.01
"BU00150200","Opende-West",0.09,0.66,0.16,0.09
"BU00530300","Adorp",0.03,0.60,0.29,0.08
"BU02281002","Hoogbouw-Zuid",0.12,0.53,0.28,0.07
"BU00150202","Kornhorn",0.08,0.66,0.24,0.02
"BU00150209","ten zuiden van Opende",0.09,0.85,0.02,0.04
"BU00150300","Niekerk",0.10,0.60,0.26,0.03
"BU00340402","Columbuskwartier",0.15,0.34,0.38,0.13
"BU03170211","Eemmeer-Eemnes",0.00,0.78,0.22,0.00
"BU00170000","Haren",0.07,0.63,0.25,0.05
"BU00170001","Oosterhaar",0.11,0.57,0.30,0.02
"BU00170002","Voorveld",0.04,0.69,0.08,0.19
"BU00220101","De Haspel",0.02,0.87,0.03,0.07
"BU02090271","Ewijk-Centrum",0.08,0.50,0.39,0.04
"BU00150008","ten zuiden van Grootegast",0.01,0.96,0.00,0.03
"BU00170003","Harenermolen",0.01,0.81,0.04,0.14
"BU00170101","Onnen",0.04,0.78,0.11,0.07
"BU00220009","Buitengebied ten zuiden van Leek",0.03,0.63,0.28,0.06
"BU00220100","Bebouwde kom Zevenhuizen",0.12,0.58,0.27,0.03
"BU00220001","Diepswal",0.01,0.81,0.12,0.06
"BU00220003","Rodenburg en omgeving",0.10,0.63,0.24,0.03
"BU00170108","Onner Esch",0.02,0.85,0.01,0.13
"BU00170004","Glimmen",0.05,0.67,0.18,0.10
"BU00170005","Hemmen",0.11,0.62,0.18,0.09
"BU00240303","Leermens",0.09,0.79,0.12,0.00
"BU00170102","Paterswolde (gedeeltelijk)",0.24,0.49,0.13,0.14
"BU01140200","Roswinkel-Centrum",0.11,0.67,0.22,0.00
"BU00220004","Nienoordsrand",0.02,0.80,0.17,0.01
"BU03610303","Overdie-West",0.10,0.50,0.36,0.05
"BU00170103","Essen",0.00,0.96,0.01,0.03
"BU00170106","ten westen van Noord-Willemskanaal",0.12,0.56,0.12,0.20
"BU00170109","ten oosten van de Hondsrug",0.00,0.87,0.02,0.11
"BU03530018","De Tuinen",0.14,0.37,0.44,0.05
"BU00170107","op de Hondsrug",0.00,0.81,0.01,0.18
"BU17000001","Midden",0.11,0.59,0.27,0.02
"BU00220002","Centrum Leek en omgeving",0.10,0.63,0.23,0.04
"BU00220107","Buitengebied ten noorden van Zevenhuizen",0.00,0.83,0.05,0.12
"BU00220008","Buitengebied ten oosten van Leek",0.04,0.49,0.26,0.20
"BU00240305","Eenum",0.04,0.82,0.12,0.02
"BU00470007","Buitenwoel",0.08,0.64,0.09,0.19
"BU00220102","Drostinnewijk",0.00,0.84,0.08,0.08
"BU00220103","Boerenstreek",0.02,0.79,0.01,0.18
"BU00220200","Bebouwde kom Tolbert",0.06,0.67,0.18,0.09
"BU00220201","Sint Maheerdt",0.08,0.62,0.24,0.06
"BU00220209","Buitengebied Tolbert",0.03,0.93,0.03,0.02
"BU00240309","'t Zandt",0.02,0.81,0.14,0.03
"BU00220400","Bebouwde kom Midwolde",0.07,0.58,0.30,0.04
"BU00220401","Pasop",0.00,0.99,0.00,0.00
"BU03170213","Eempolder",0.01,0.92,0.02,0.05
"BU09831301","De Tichelarij",0.06,0.59,0.35,0.00
"BU00220700","Bebouwde kom Enumatil",0.02,0.78,0.16,0.04
"BU00220108","Buitengebied ten oosten van Zevenhuizen",0.00,0.88,0.01,0.11
"BU00240000","Loppersum",0.10,0.59,0.28,0.03
"BU00370101","Maarsstee",0.11,0.51,0.32,0.05
"BU00220409","Buitengebied Midwolde",0.03,0.84,0.05,0.08
"BU00220500","Bebouwde kom Lettelbert",0.00,0.95,0.00,0.04
"BU00240304","Oosterwijtwerd",0.07,0.87,0.03,0.03
"BU00220709","Buitengebied Enumatil",0.00,0.97,0.00,0.03
"BU00560300","Aduard",0.06,0.63,0.28,0.02
"BU00220509","Buitengebied Lettelbert",0.01,0.88,0.01,0.10
"BU00808103","Mantgum",0.06,0.65,0.28,0.01
"BU00220109","Buitengebied ten westen van Zevenhuizen",0.00,0.95,0.02,0.02
"BU00250008","in het noordwesten",0.00,0.94,0.00,0.05
"BU00808104","Buitengebied Mantgum",0.00,0.85,0.01,0.13
"BU02090306","Weurt-Buitengebied Zuid",0.08,0.68,0.01,0.22
"BU00220609","Buitengebied-Oostwold",0.00,1.00,0.00,0.00
"BU00240001","Garrelsweer",0.07,0.74,0.19,0.00
"BU00240002","Wirdum",0.06,0.71,0.22,0.01
"BU00240003","Wirdumerdraai",0.05,0.89,0.07,0.00
"BU00530101","Feerwerd",0.06,0.83,0.08,0.03
"BU00340599","Overig Almere Hout",0.01,0.89,0.04,0.06
"BU00240005","Winneweer (gedeeltelijk)",0.00,0.74,0.26,0.00
"BU00240302","Zijldijk",0.08,0.69,0.23,0.00
"BU00240102","Garsthuizen (gedeeltelijk)",0.03,0.78,0.18,0.01
"BU00240109","Stedum inclusief Startenhuizen",0.00,0.79,0.15,0.05
"BU00240200","Middelstum",0.09,0.53,0.37,0.01
"BU00240201","Westerwijtwerd",0.05,0.84,0.11,0.00
"BU00240202","Huizinge",0.02,0.89,0.08,0.00
"BU00250009","in het noordoosten",0.01,0.89,0.00,0.10
"BU00250000","Marum",0.05,0.76,0.15,0.03
"BU00240008","Eemskanaal en Damsterdiep",0.00,0.71,0.29,0.00
"BU03170212","Eemnes-Dorp",0.17,0.42,0.38,0.04
"BU00250002","Nuis",0.03,0.88,0.05,0.04
"BU00250003","Niebert",0.01,0.88,0.03,0.08
"BU00250004","Boerakker",0.05,0.77,0.15,0.02
"BU00240009","ten noorden van het Damsterdiep",0.02,0.69,0.21,0.07
"BU00240100","Stedum",0.06,0.54,0.40,0.00
"BU00240101","Westeremden",0.05,0.74,0.19,0.02
"BU00340699","Overig Almere Pampus",0.03,0.65,0.10,0.22
"BU00470200","Wildervank",0.05,0.74,0.16,0.05
"BU00250100","De Wilp (gedeeltelijk)",0.08,0.67,0.24,0.01
"BU00250101","Wilpstervaart",0.00,0.86,0.00,0.14
"BU01140206","Oude Schuttingskanaal",0.01,0.99,0.00,0.00
"BU00530301","Sauwerd",0.06,0.64,0.24,0.05
"BU00250007","De Haar",0.00,0.75,0.00,0.24
"BU00340110","Overgooi",0.01,0.68,0.15,0.15
"BU00250104","Jonkersvaart",0.00,0.80,0.04,0.15
"BU00340171","De Steiger",0.09,0.60,0.20,0.11
"BU00340173","Stichtsekant",0.00,0.86,0.02,0.12
"BU00250005","Lucaswolde",0.00,0.99,0.00,0.01
"BU00250006","Noordwijk",0.06,0.70,0.15,0.09
"BU00530302","Wetsinge",0.04,0.73,0.01,0.22
"BU00530309","Adorp",0.02,0.77,0.05,0.16
"BU00340199","Overig Almere Haven",0.03,0.61,0.10,0.25
"BU07380300","Eethen",0.09,0.68,0.21,0.01
"BU00250102","Keuningswijk",0.00,0.94,0.00,0.06
"BU00250108","ten noorden van Jonkersvaart",0.00,0.97,0.00,0.03
"BU00470005","Veendam-Sorghvliet",0.09,0.59,0.27,0.06
"BU00250109","ten noorden van de Wilp",0.00,0.83,0.00,0.17
"BU00340101","Centrum Almere Haven",0.19,0.32,0.45,0.04
"BU00340102","De Werven",0.14,0.40,0.35,0.10
"BU00340103","De Hoven",0.14,0.34,0.40,0.12
"BU00340104","De Meenten",0.13,0.42,0.31,0.14
"BU00340105","De Grienden",0.12,0.36,0.39,0.14
"BU00340106","De Marken",0.11,0.42,0.34,0.12
"BU00340107","De Gouwen",0.10,0.56,0.29,0.05
"BU00340108","De Wierden",0.13,0.42,0.37,0.08
"BU00340109","De Velden",0.08,0.54,0.25,0.13
"BU00370103","Maarsveld",0.12,0.53,0.22,0.12
"BU00340271","Randstad",0.22,0.51,0.14,0.12
"BU00340473","Lagekant",0.00,0.84,0.16,0.00
"BU00340499","Overig Almere Poort",0.00,0.90,0.03,0.07
"BU00340502","Vogelhorst",0.00,0.85,0.06,0.09
"BU00340403","Homeruskwartier",0.13,0.51,0.32,0.03
"BU00340404","Olympiakwartier",0.35,0.54,0.05,0.07
"BU00340405","Duin",0.07,0.71,0.13,0.09
"BU00340471","Hogekant",0.20,0.65,0.10,0.05
"BU00340472","Middenkant",0.00,0.60,0.14,0.26
"BU07360108","Mijdrecht Buitengebied",0.03,0.82,0.02,0.14
"BU00340503","Nobelhorst",0.08,0.65,0.21,0.07
"BU00370401","Kopstukken",0.04,0.84,0.07,0.06
"BU00370402","Vledderveen",0.01,0.74,0.11,0.14
"BU03610403","Bergerhof en Blaeustraatkwartier",0.12,0.53,0.26,0.08
"BU02130609","Eerbeek",0.01,0.83,0.09,0.07
"BU00370100","Stadskanaal Centrum",0.18,0.47,0.29,0.06
"BU01470007","Tichelkamp",0.09,0.56,0.33,0.02
"BU00560001","Noordhorn",0.04,0.75,0.17,0.04
"BU00370102","Maarswold",0.10,0.58,0.25,0.08
"BU00370104","De Hagen",0.13,0.42,0.37,0.08
"BU00370105","Vogelwijk en De Borgen",0.04,0.65,0.15,0.15
"BU00470100","Borgercompagnie (gedeeltelijk)",0.03,0.79,0.02,0.17
"BU00370106","Industriegebied Vleddermond",0.03,0.83,0.04,0.10
"BU00530000","Winsum",0.11,0.61,0.27,0.01
"BU00370107","Dideldom",0.04,0.76,0.18,0.02
"BU00560002","Niezijl",0.05,0.73,0.12,0.10
"BU00370108","Parkwijk",0.08,0.60,0.32,0.01
"BU00370409","Mussel Buitengebied",0.01,0.91,0.06,0.02
"BU03520002","Frankenhof",0.18,0.42,0.32,0.08
"BU00370109","Stadskanaal Noord Landskant",0.03,0.74,0.22,0.02
"BU00470101","Ommelanderwijk",0.04,0.83,0.08,0.05
"BU00560200","Oldehove",0.08,0.64,0.27,0.01
"BU00470203","Wildervanksterdallen",0.00,1.00,0.00,0.00
"BU03170215","Goyergracht",0.06,0.87,0.06,0.01
"BU08280607","Witte Hoef",0.00,0.86,0.06,0.08
"BU00370110","Stadskanaal Noord Centrum",0.10,0.62,0.23,0.06
"BU00530002","Ripperda",0.10,0.56,0.30,0.04
"BU03170214","Polder te Veen",0.01,0.98,0.01,0.01
"BU00370112","Waterland",0.03,0.84,0.11,0.03
"BU00470006","Veendam-industriegebied",0.02,0.88,0.03,0.07
"BU16761400","Noordwelle",0.08,0.69,0.23,0.00
"BU00370111","Stadskanaal Noord",0.05,0.74,0.11,0.10
"BU16990630","Peize Noord",0.00,0.85,0.01,0.13
"BU00560000","Zuidhorn",0.11,0.60,0.24,0.05
"BU00470001","Veendam-Oude Ae",0.08,0.60,0.29,0.03
"BU00470004","Veendam-Zuid",0.09,0.55,0.30,0.06
"BU00370200","Musselkanaal Centrum",0.10,0.58,0.28,0.03
"BU00530001","Obergum",0.18,0.57,0.24,0.01
"BU00370201","Musselkanaal Zuid",0.07,0.61,0.28,0.03
"BU02090491","Winssen-Centrum",0.05,0.67,0.23,0.05
"BU00370202","Musselkanaal Noord",0.04,0.74,0.17,0.05
"BU00470102","Zuidwending",0.03,0.76,0.01,0.20
"BU00370203","Ceresdorp",0.07,0.72,0.17,0.04
"BU00470109","Verspreide huizen",0.03,0.86,0.01,0.09
"BU00370300","Onstwedde",0.09,0.65,0.20,0.06
"BU00370301","Holte",0.03,0.57,0.12,0.28
"BU00370308","Onstwedde Buitengebied Noord",0.01,0.81,0.01,0.17
"BU00470201","Boven-Wildervank",0.02,0.84,0.14,0.01
"BU00370400","Mussel",0.04,0.72,0.11,0.13
"BU00500010","Horstenparc",0.02,0.93,0.01,0.04
"BU00370309","Onstwedde Buitengebied Zuid",0.00,0.84,0.00,0.15
"BU00500009","Trekkersveld",0.10,0.84,0.01,0.05
"BU02130314","Oeken",0.00,0.97,0.00,0.03
"BU00370500","Alteveer",0.05,0.66,0.27,0.02
"BU00500003","Derde woonwijk",0.12,0.49,0.31,0.09
"BU03170216","Heidehoek",0.03,0.97,0.00,0.00
"BU00470002","Veendam-Middenweg en omgeving",0.07,0.71,0.15,0.07
"BU00470003","Veendam en omgeving station",0.10,0.59,0.27,0.04
"BU00370509","Alteveer Buitengebied",0.00,0.94,0.00,0.05
"BU00470000","Veendam-Centrum",0.10,0.54,0.31,0.05
"BU00560100","Grijpskerk",0.06,0.65,0.23,0.06
"BU00470202","Bareveld",0.04,0.74,0.15,0.08
"BU00530102","Garnwerd",0.09,0.67,0.24,0.00
"BU00500004","Buurt 4",0.09,0.58,0.23,0.10
"BU00500005","Buurt 5",0.03,0.83,0.03,0.11
"BU00500006","Zuidlob",0.04,0.76,0.08,0.12
"BU00530109","Ezinge",0.00,0.89,0.02,0.09
"BU00530200","Baflo",0.06,0.68,0.25,0.01
"BU00470209","Verspreide huizen",0.03,0.88,0.01,0.07
"BU00500000","Centrum",0.15,0.41,0.41,0.04
"BU00500001","Eerste woonwijk",0.13,0.42,0.36,0.08
"BU00500002","Tweede woonwijk",0.10,0.50,0.30,0.10
"BU00530201","Den Andel",0.03,0.72,0.25,0.00
"BU00500007","Middengebied",0.00,0.85,0.00,0.15
"BU00500008","Knardijkgebied",0.09,0.78,0.06,0.07
"BU03170219","Zuidbuurt",0.14,0.51,0.30,0.05
"BU00530003","Potmaar",0.06,0.75,0.19,0.00
"BU00530004","De Brake",0.06,0.72,0.20,0.01
"BU00560003","Briltil",0.09,0.71,0.19,0.01
"BU00560009","Zuidhorn",0.01,0.87,0.04,0.08
"BU00530009","Winsum",0.01,0.86,0.03,0.11
"BU00530100","Ezinge",0.11,0.69,0.20,0.00
"BU00560203","Saaksum",0.02,0.69,0.20,0.09
"BU00560204","Lauwerzijl",0.03,0.62,0.29,0.07
"BU00560208","Ruigezand en Nieuwe Ruigezand",0.03,0.84,0.01,0.13
"BU00560209","Overige verspreide huizen",0.01,0.90,0.02,0.07
"BU03211010","Oude Dorp",0.13,0.50,0.36,0.01
"BU00560102","Visvliet",0.04,0.76,0.18,0.02
"BU00560103","Kommerzijl",0.07,0.56,0.34,0.03
"BU00560104","Pieterzijl",0.09,0.63,0.15,0.13
"BU00560301","Den Horn",0.07,0.66,0.24,0.03
"BU00560302","Den Ham",0.02,0.67,0.26,0.05
"BU00560309","Aduard",0.01,0.83,0.01,0.16
"BU00580000","Dokkum binnen de Bolwerken",0.09,0.50,0.38,0.03
"BU00580502","Nes",0.08,0.67,0.24,0.01
"BU00801007","Zaailand",0.05,0.28,0.66,0.01
"BU00580001","Dokkum Noord",0.13,0.58,0.25,0.04
"BU00600003","Hollum",0.12,0.83,0.02,0.03
"BU00580002","Dokkum Fonteinslanden",0.11,0.50,0.33,0.06
"BU00580003","Dokkum Fugellan",0.10,0.53,0.31,0.06
"BU00600007","Ballum",0.02,0.88,0.05,0.06
"BU01530405","Voortman-Amelink",0.06,0.68,0.16,0.10
"BU00580004","Dokkum Betterwird",0.05,0.87,0.01,0.07
"BU03630611","Anjeliersbuurt Zuid",0.15,0.43,0.42,0.00
"BU00580005","Dokkum Hoedemakerspolder",0.19,0.50,0.27,0.03
"BU00580503","Moddergat",0.17,0.71,0.13,0.00
"BU00580006","Dokkum De Woudhorne",0.23,0.57,0.16,0.04
"BU00580008","Dokkum Weeshuislanden",0.10,0.59,0.25,0.07
"BU00580506","Ternaard",0.01,0.94,0.00,0.05
"BU00801002","Nieuwestad",0.01,0.38,0.61,0.00
"BU00580007","De Trije Terpen",0.17,0.66,0.13,0.05
"BU00580507","Wierum",0.07,0.93,0.00,0.00
"BU00801008","Stationskwartier",0.14,0.29,0.47,0.09
"BU00580009","Dokkum Jantjeszeepolder",0.14,0.47,0.27,0.12
"BU00580010","Dokkum Kooilanden",0.15,0.70,0.09,0.06
"BU00580101","Jouswier",0.00,0.84,0.00,0.16
"BU03270006","Bosveld",0.09,0.54,0.24,0.13
"BU00580103","Wetsens",0.02,0.83,0.00,0.14
"BU00600002","Ballum",0.10,0.81,0.02,0.08
"BU03211014","Hoeven",0.16,0.44,0.34,0.07
"BU00580102","Niawier",0.06,0.61,0.24,0.08
"BU00580508","Nes",0.04,0.95,0.01,0.01
"BU00580011","Dokkum Hogedijken",0.08,0.79,0.06,0.07
"BU00580100","Metslawier",0.07,0.60,0.32,0.00
"BU03610302","Overdie-Oost",0.12,0.40,0.44,0.04
"BU00580400","Oosternijkerk",0.09,0.61,0.28,0.02
"BU00580104","Aalsum",0.02,0.81,0.00,0.16
"BU00580105","Oostrum",0.12,0.87,0.01,0.00
"BU00580107","Metslawier",0.01,0.87,0.05,0.07
"BU00580108","Niawier",0.00,0.91,0.00,0.08
"BU00580200","Ee",0.10,0.55,0.34,0.00
"BU03211011","Oorden",0.12,0.41,0.38,0.09
"BU00580401","Paesens",0.07,0.68,0.24,0.01
"BU01143200","Weiteveen",0.07,0.67,0.18,0.09
"BU00580201","Engwierum",0.03,0.65,0.17,0.15
"BU00580307","Anjum",0.04,0.93,0.01,0.03
"BU03211013","Gaarden",0.14,0.43,0.35,0.08
"BU00808109","Jorwert",0.04,0.89,0.06,0.00
"BU00580202","Dokkumer Nieuwe Zijlen",0.09,0.67,0.11,0.13
"BU07570100","Lennisheuvel",0.04,0.62,0.30,0.04
"BU00580109","Oostrum",0.08,0.70,0.00,0.23
"BU00808110","Buitengebied Jorwert",0.00,0.95,0.00,0.05
"BU01580053","Wolferink 3",0.08,0.54,0.35,0.03
"BU00580300","Anjum",0.07,0.61,0.32,0.00
"BU00580301","Lioessens",0.04,0.62,0.34,0.00
"BU00580302","Morra",0.07,0.85,0.04,0.04
"BU00580303","Oostmahorn",0.21,0.60,0.15,0.03
"BU00580309","Morra",0.03,0.96,0.00,0.01
"BU00580208","Ee",0.01,0.89,0.01,0.09
"BU00580209","Engwierum",0.02,0.78,0.01,0.20
"BU00801101","Tulpenburg",0.10,0.53,0.30,0.07
"BU00580308","Lioessens",0.03,0.97,0.00,0.00
"BU00790100","Burum",0.16,0.63,0.21,0.00
"BU00580500","Ternaard",0.08,0.63,0.29,0.01
"BU00600008","Nes",0.08,0.59,0.13,0.20
"BU00580501","Wierum",0.09,0.64,0.25,0.02
"BU00600009","Hollum",0.03,0.81,0.11,0.05
"BU03211016","Poorten",0.17,0.48,0.26,0.08
"BU00580600","Holwerd",0.09,0.57,0.32,0.02
"BU00590000","Buitenpost",0.10,0.62,0.23,0.05
"BU00580408","Oosternijkerk",0.03,0.88,0.00,0.09
"BU00580409","Paesens",0.00,0.91,0.05,0.04
"BU00580700","Hantum",0.11,0.70,0.19,0.00
"BU03211050","Rondweg Noord-West",0.00,0.92,0.05,0.03
"BU00808111","Hilaard",0.08,0.73,0.19,0.00
"BU00580509","Moddergat",0.06,0.88,0.06,0.00
"BU00580701","Hantumhuizen",0.07,0.83,0.10,0.00
"BU00580601","Waaxens",0.00,0.97,0.02,0.00
"BU00580602","Brantgum",0.06,0.68,0.19,0.08
"BU00801102","Oranjewijk",0.16,0.51,0.31,0.03
"BU00580603","Foudgum",0.02,0.96,0.02,0.00
"BU03211017","Slagen",0.13,0.43,0.38,0.06
"BU00720005","Koningsbuurt",0.03,0.82,0.09,0.06
"BU17140209","Aardenburg",0.02,0.91,0.00,0.07
"BU00580604","Bornwird",0.01,0.90,0.02,0.06
"BU03211018","Borchen",0.16,0.51,0.30,0.02
"BU03211019","Campen",0.16,0.45,0.32,0.07
"BU00580605","Raard",0.03,0.90,0.03,0.05
"BU00580608","Holwerd",0.13,0.75,0.04,0.07
"BU00720001","De Spiker en het industrieterrein Hermes",0.11,0.58,0.31,0.00
"BU00580609","Brantgum",0.00,1.00,0.00,0.00
"BU00804102","De Zwette I Harlingervaart",0.25,0.56,0.09,0.10
"BU00590001","Twijzel",0.07,0.76,0.09,0.08
"BU00720002","Trebolbuurt",0.08,0.52,0.31,0.10
"BU00720003","Plan-Zuid",0.15,0.54,0.26,0.05
"BU03637102","Papaverweg e.o.",0.16,0.50,0.25,0.09
"BU00590103","Augustinusga",0.06,0.67,0.24,0.03
"BU00590100","Stroobos",0.05,0.82,0.12,0.00
"BU00580702","Hantumeruitburen",0.00,0.88,0.00,0.12
"BU00590102","Drogeham",0.05,0.72,0.20,0.04
"BU00590203","Boelenslaan",0.06,0.68,0.23,0.03
"BU01470004","Dikkerslaan-Molenkampsweg en omgeving",0.10,0.58,0.27,0.05
"BU00580703","Hiaure",0.00,0.88,0.00,0.12
"BU00590002","Kootstertille",0.07,0.68,0.21,0.04
"BU00720004","Oosterpark",0.10,0.58,0.29,0.03
"BU00580708","Hantum",0.02,0.80,0.03,0.15
"BU00580709","Hantumhuizen",0.01,0.94,0.05,0.00
"BU00590003","Twijzelerheide",0.07,0.70,0.22,0.01
"BU00590004","Gerkesklooster",0.10,0.66,0.24,0.01
"BU00590005","Buitenpost",0.01,0.87,0.03,0.09
"BU00590006","Twijzel",0.00,0.71,0.03,0.26
"BU00590007","Kootstertille",0.03,0.88,0.02,0.07
"BU00590109","Augustinusga",0.01,0.89,0.01,0.09
"BU03211128","Bermen",0.10,0.40,0.40,0.10
"BU00590008","Twijzelerheide",0.00,0.88,0.00,0.11
"BU00590009","Gerkesklooster",0.01,0.95,0.01,0.04
"BU00590107","Stroobos",0.00,0.99,0.01,0.00
"BU00590108","Drogeham",0.01,0.94,0.01,0.04
"BU00590200","Surhuisterveen",0.09,0.62,0.23,0.07
"BU00590201","Harkema",0.07,0.68,0.23,0.02
"BU00590202","Surhuizum",0.04,0.71,0.19,0.06
"BU00600000","Nes",0.09,0.75,0.07,0.09
"BU00600001","Buren",0.04,0.64,0.15,0.17
"BU01140208","Roswinkelerstraat",0.00,0.79,0.07,0.14
"BU01530402","Roombeek-Roomveldje",0.11,0.44,0.43,0.03
"BU00808105","Weidum",0.07,0.68,0.21,0.04
"BU00740101","Centrum",0.17,0.39,0.42,0.03
"BU00590206","Surhuisterveen",0.02,0.81,0.01,0.16
"BU00740100","Noord",0.12,0.68,0.17,0.03
"BU00804108","EnergieCampus Sylsterrak",0.01,0.95,0.04,0.00
"BU00740701","Haskerdijken",0.01,0.85,0.04,0.10
"BU00590207","Harkema",0.00,0.85,0.03,0.12
"BU00590208","Surhuizum",0.02,0.89,0.00,0.10
"BU01140209","Roswinkel",0.00,0.94,0.02,0.04
"BU03211129","Akkers",0.13,0.47,0.34,0.06
"BU00790201","Triemen",0.01,0.86,0.05,0.08
"BU00740103","Nijehaske",0.12,0.52,0.28,0.09
"BU00808106","Buitengebied Weidum",0.00,0.72,0.00,0.27
"BU00590209","Boelenslaan",0.01,0.97,0.00,0.02
"BU00808107","Jellum",0.04,0.78,0.04,0.14
"BU00808108","Bears",0.03,0.84,0.04,0.09
"BU00720006","Binnenstad",0.17,0.52,0.29,0.02
"BU04000403","Kleine Rivierenbuurt",0.10,0.41,0.37,0.12
"BU00720007","Industriehaven en omgeving",0.02,0.97,0.01,0.00
"BU00720009","Harlingen",0.00,0.94,0.00,0.06
"BU00720100","Midlum",0.04,0.67,0.25,0.04
"BU16990130","Buitengebied Roden Zuid",0.01,0.86,0.05,0.08
"BU00720109","Midlum",0.09,0.82,0.01,0.08
"BU00720200","Wijnaldum",0.06,0.60,0.34,0.00
"BU00740102","Midden",0.13,0.51,0.33,0.04
"BU01190002","Koninginnebuurt",0.12,0.55,0.32,0.01
"BU00930316","Lies",0.01,0.93,0.02,0.04
