bu_naam;parkeren_pct;auto_pct;voet_pct;fiets_pct
De Tichelarij;0.06;0.59;0.35;0.00
Bebouwde kom Enumatil;0.02;0.78;0.16;0.04
Buitengebied ten oosten van Zevenhuizen;0.00;0.88;0.01;0.11
Loppersum;0.10;0.59;0.28;0.03
Maarsstee;0.11;0.51;0.32;0.05
Buitengebied Midwolde;0.03;0.84;0.05;0.08
Bebouwde kom Lettelbert;0.00;0.95;0.00;0.04
Oosterwijtwerd;0.07;0.87;0.03;0.03
Buitengebied Enumatil;0.00;0.97;0.00;0.03
Aduard;0.06;0.63;0.28;0.02
Buitengebied Lettelbert;0.01;0.88;0.01;0.10
Mantgum;0.06;0.65;0.28;0.01
Buitengebied ten westen van Zevenhuizen;0.00;0.95;0.02;0.02
in het noordwesten;0.00;0.94;0.00;0.05
Buitengebied Mantgum;0.00;0.85;0.01;0.13
Weurt-Buitengebied Zuid;0.08;0.68;0.01;0.22
Buitengebied-Oostwold;0.00;1.00;0.00;0.00
Garrelsweer;0.07;0.74;0.19;0.00
Wirdum;0.06;0.71;0.22;0.01
Wirdumerdraai;0.05;0.89;0.07;0.00
Feerwerd;0.06;0.83;0.08;0.03
Overig Almere Hout;0.01;0.89;0.04;0.06
Winneweer (gedeeltelijk);0.00;0.74;0.26;0.00
Zijldijk;0.08;0.69;0.23;0.00
Garsthuizen (gedeeltelijk);0.03;0.78;0.18;0.01
Stedum inclusief Startenhuizen;0.00;0.79;0.15;0.05
Middelstum;0.09;0.53;0.37;0.01
Westerwijtwerd;0.05;0.84;0.11;0.00
Huizinge;0.02;0.89;0.08;0.00
in het noordoosten;0.01;0.89;0.00;0.10
Marum;0.05;0.76;0.15;0.03
Eemskanaal en Damsterdiep;0.00;0.71;0.29;0.00
Eemnes-Dorp;0.17;0.42;0.38;0.04
Nuis;0.03;0.88;0.05;0.04
Niebert;0.01;0.88;0.03;0.08
Boerakker;0.05;0.77;0.15;0.02
ten noorden van het Damsterdiep;0.02;0.69;0.21;0.07
Stedum;0.06;0.54;0.40;0.00
Westeremden;0.05;0.74;0.19;0.02
Overig Almere Pampus;0.03;0.65;0.10;0.22
Wildervank;0.05;0.74;0.16;0.05
De Wilp (gedeeltelijk);0.08;0.67;0.24;0.01
Wilpstervaart;0.00;0.86;0.00;0.14
Oude Schuttingskanaal;0.01;0.99;0.00;0.00
Sauwerd;0.06;0.64;0.24;0.05
De Haar;0.00;0.75;0.00;0.24
Overgooi;0.01;0.68;0.15;0.15
Jonkersvaart;0.00;0.80;0.04;0.15
De Steiger;0.09;0.60;0.20;0.11
Stichtsekant;0.00;0.86;0.02;0.12
Lucaswolde;0.00;0.99;0.00;0.01
Noordwijk;0.06;0.70;0.15;0.09
Wetsinge;0.04;0.73;0.01;0.22
Adorp;0.02;0.77;0.05;0.16
Overig Almere Haven;0.03;0.61;0.10;0.25
Eethen;0.09;0.68;0.21;0.01
Keuningswijk;0.00;0.94;0.00;0.06
ten noorden van Jonkersvaart;0.00;0.97;0.00;0.03
Veendam-Sorghvliet;0.09;0.59;0.27;0.06
ten noorden van de Wilp;0.00;0.83;0.00;0.17
Centrum Almere Haven;0.19;0.32;0.45;0.04
De Werven;0.14;0.40;0.35;0.10
De Hoven;0.14;0.34;0.40;0.12
De Meenten;0.13;0.42;0.31;0.14
De Grienden;0.12;0.36;0.39;0.14
De Marken;0.11;0.42;0.34;0.12
De Gouwen;0.10;0.56;0.29;0.05
De Wierden;0.13;0.42;0.37;0.08
De Velden;0.08;0.54;0.25;0.13
Maarsveld;0.12;0.53;0.22;0.12
Randstad;0.22;0.51;0.14;0.12
Lagekant;0.00;0.84;0.16;0.00
Overig Almere Poort;0.00;0.90;0.03;0.07
Vogelhorst;0.00;0.85;0.06;0.09
Homeruskwartier;0.13;0.51;0.32;0.03
Olympiakwartier;0.35;0.54;0.05;0.07
Duin;0.07;0.71;0.13;0.09
Hogekant;0.20;0.65;0.10;0.05
Middenkant;0.00;0.60;0.14;0.26
Mijdrecht Buitengebied;0.03;0.82;0.02;0.14
Nobelhorst;0.08;0.65;0.21;0.07
Kopstukken;0.04;0.84;0.07;0.06
Vledderveen;0.01;0.74;0.11;0.14
Bergerhof en Blaeustraatkwartier;0.12;0.53;0.26;0.08
Eerbeek;0.01;0.83;0.09;0.07
Stadskanaal Centrum;0.18;0.47;0.29;0.06
Tichelkamp;0.09;0.56;0.33;0.02
Noordhorn;0.04;0.75;0.17;0.04
Maarswold;0.10;0.58;0.25;0.08
De Hagen;0.13;0.42;0.37;0.08
Vogelwijk en De Borgen;0.04;0.65;0.15;0.15
Borgercompagnie (gedeeltelijk);0.03;0.79;0.02;0.17
Industriegebied Vleddermond;0.03;0.83;0.04;0.10
Winsum;0.11;0.61;0.27;0.01
Dideldom;0.04;0.76;0.18;0.02
Niezijl;0.05;0.73;0.12;0.10
Parkwijk;0.08;0.60;0.32;0.01
Mussel Buitengebied;0.01;0.91;0.06;0.02
Frankenhof;0.18;0.42;0.32;0.08
Stadskanaal Noord Landskant;0.03;0.74;0.22;0.02
Ommelanderwijk;0.04;0.83;0.08;0.05
Oldehove;0.08;0.64;0.27;0.01
Wildervanksterdallen;0.00;1.00;0.00;0.00
Goyergracht;0.06;0.87;0.06;0.01
Witte Hoef;0.00;0.86;0.06;0.08
Stadskanaal Noord Centrum;0.10;0.62;0.23;0.06
Ripperda;0.10;0.56;0.30;0.04
Polder te Veen;0.01;0.98;0.01;0.01
Waterland;0.03;0.84;0.11;0.03
Veendam-industriegebied;0.02;0.88;0.03;0.07
Noordwelle;0.08;0.69;0.23;0.00
Stadskanaal Noord;0.05;0.74;0.11;0.10
Peize Noord;0.00;0.85;0.01;0.13
Zuidhorn;0.11;0.60;0.24;0.05
Veendam-Oude Ae;0.08;0.60;0.29;0.03
Veendam-Zuid;0.09;0.55;0.30;0.06
Musselkanaal Centrum;0.10;0.58;0.28;0.03
Obergum;0.18;0.57;0.24;0.01
Musselkanaal Zuid;0.07;0.61;0.28;0.03
Winssen-Centrum;0.05;0.67;0.23;0.05
Musselkanaal Noord;0.04;0.74;0.17;0.05
Zuidwending;0.03;0.76;0.01;0.20
Ceresdorp;0.07;0.72;0.17;0.04
Verspreide huizen;0.03;0.86;0.01;0.09
Onstwedde;0.09;0.65;0.20;0.06
Holte;0.03;0.57;0.12;0.28
Onstwedde Buitengebied Noord;0.01;0.81;0.01;0.17
Boven-Wildervank;0.02;0.84;0.14;0.01
Mussel;0.04;0.72;0.11;0.13
Horstenparc;0.02;0.93;0.01;0.04
Onstwedde Buitengebied Zuid;0.00;0.84;0.00;0.15
Trekkersveld;0.10;0.84;0.01;0.05
Oeken;0.00;0.97;0.00;0.03
Alteveer;0.05;0.66;0.27;0.02
Derde woonwijk;0.12;0.49;0.31;0.09
Heidehoek;0.03;0.97;0.00;0.00
Veendam-Middenweg en omgeving;0.07;0.71;0.15;0.07
Veendam en omgeving station;0.10;0.59;0.27;0.04
Alteveer Buitengebied;0.00;0.94;0.00;0.05
Veendam-Centrum;0.10;0.54;0.31;0.05
Grijpskerk;0.06;0.65;0.23;0.06
Bareveld;0.04;0.74;0.15;0.08
Garnwerd;0.09;0.67;0.24;0.00
Buurt 4;0.09;0.58;0.23;0.10
Buurt 5;0.03;0.83;0.03;0.11
Zuidlob;0.04;0.76;0.08;0.12
Ezinge;0.00;0.89;0.02;0.09
Baflo;0.06;0.68;0.25;0.01
Verspreide huizen;0.03;0.88;0.01;0.07
Centrum;0.15;0.41;0.41;0.04
Eerste woonwijk;0.13;0.42;0.36;0.08
Tweede woonwijk;0.10;0.50;0.30;0.10
Den Andel;0.03;0.72;0.25;0.00
Middengebied;0.00;0.85;0.00;0.15
Knardijkgebied;0.09;0.78;0.06;0.07
Zuidbuurt;0.14;0.51;0.30;0.05
Potmaar;0.06;0.75;0.19;0.00
De Brake;0.06;0.72;0.20;0.01
Briltil;0.09;0.71;0.19;0.01
Zuidhorn;0.01;0.87;0.04;0.08
Winsum;0.01;0.86;0.03;0.11
Ezinge;0.11;0.69;0.20;0.00
Saaksum;0.02;0.69;0.20;0.09
Lauwerzijl;0.03;0.62;0.29;0.07
Ruigezand en Nieuwe Ruigezand;0.03;0.84;0.01;0.13
Overige verspreide huizen;0.01;0.90;0.02;0.07
Oude Dorp;0.13;0.50;0.36;0.01
Visvliet;0.04;0.76;0.18;0.02
Kommerzijl;0.07;0.56;0.34;0.03
Pieterzijl;0.09;0.63;0.15;0.13
Den Horn;0.07;0.66;0.24;0.03
Den Ham;0.02;0.67;0.26;0.05
Aduard;0.01;0.83;0.01;0.16
Dokkum binnen de Bolwerken;0.09;0.50;0.38;0.03
Nes;0.08;0.67;0.24;0.01
Zaailand;0.05;0.28;0.66;0.01
Dokkum Noord;0.13;0.58;0.25;0.04
Hollum;0.12;0.83;0.02;0.03
Dokkum Fonteinslanden;0.11;0.50;0.33;0.06
Dokkum Fugellan;0.10;0.53;0.31;0.06
Ballum;0.02;0.88;0.05;0.06
Voortman-Amelink;0.06;0.68;0.16;0.10
Dokkum Betterwird;0.05;0.87;0.01;0.07
Anjeliersbuurt Zuid;0.15;0.43;0.42;0.00
Dokkum Hoedemakerspolder;0.19;0.50;0.27;0.03
Moddergat;0.17;0.71;0.13;0.00
Dokkum De Woudhorne;0.23;0.57;0.16;0.04
Dokkum Weeshuislanden;0.10;0.59;0.25;0.07
Ternaard;0.01;0.94;0.00;0.05
Nieuwestad;0.01;0.38;0.61;0.00
De Trije Terpen;0.17;0.66;0.13;0.05
Wierum;0.07;0.93;0.00;0.00
Stationskwartier;0.14;0.29;0.47;0.09
Dokkum Jantjeszeepolder;0.14;0.47;0.27;0.12
Dokkum Kooilanden;0.15;0.70;0.09;0.06
Jouswier;0.00;0.84;0.00;0.16
Bosveld;0.09;0.54;0.24;0.13
Wetsens;0.02;0.83;0.00;0.14
Ballum;0.10;0.81;0.02;0.08
Hoeven;0.16;0.44;0.34;0.07
Niawier;0.06;0.61;0.24;0.08
Nes;0.04;0.95;0.01;0.01
Dokkum Hogedijken;0.08;0.79;0.06;0.07
Metslawier;0.07;0.60;0.32;0.00
Overdie-Oost;0.12;0.40;0.44;0.04
Oosternijkerk;0.09;0.61;0.28;0.02
Aalsum;0.02;0.81;0.00;0.16
Oostrum;0.12;0.87;0.01;0.00
Metslawier;0.01;0.87;0.05;0.07
Niawier;0.00;0.91;0.00;0.08
Ee;0.10;0.55;0.34;0.00
Oorden;0.12;0.41;0.38;0.09
Paesens;0.07;0.68;0.24;0.01
Weiteveen;0.07;0.67;0.18;0.09
Engwierum;0.03;0.65;0.17;0.15
Anjum;0.04;0.93;0.01;0.03
Gaarden;0.14;0.43;0.35;0.08
Jorwert;0.04;0.89;0.06;0.00
Dokkumer Nieuwe Zijlen;0.09;0.67;0.11;0.13
Lennisheuvel;0.04;0.62;0.30;0.04
Oostrum;0.08;0.70;0.00;0.23
Buitengebied Jorwert;0.00;0.95;0.00;0.05
Wolferink 3;0.08;0.54;0.35;0.03
Anjum;0.07;0.61;0.32;0.00
Lioessens;0.04;0.62;0.34;0.00
Morra;0.07;0.85;0.04;0.04
Oostmahorn;0.21;0.60;0.15;0.03
Morra;0.03;0.96;0.00;0.01
Ee;0.01;0.89;0.01;0.09
Engwierum;0.02;0.78;0.01;0.20
Tulpenburg;0.10;0.53;0.30;0.07
Lioessens;0.03;0.97;0.00;0.00
Burum;0.16;0.63;0.21;0.00
Ternaard;0.08;0.63;0.29;0.01
Nes;0.08;0.59;0.13;0.20
Wierum;0.09;0.64;0.25;0.02
Hollum;0.03;0.81;0.11;0.05
Poorten;0.17;0.48;0.26;0.08
Holwerd;0.09;0.57;0.32;0.02
Buitenpost;0.10;0.62;0.23;0.05
Oosternijkerk;0.03;0.88;0.00;0.09
Paesens;0.00;0.91;0.05;0.04
Hantum;0.11;0.70;0.19;0.00
Rondweg Noord-West;0.00;0.92;0.05;0.03
Hilaard;0.08;0.73;0.19;0.00
Moddergat;0.06;0.88;0.06;0.00
Hantumhuizen;0.07;0.83;0.10;0.00
Waaxens;0.00;0.97;0.02;0.00
Brantgum;0.06;0.68;0.19;0.08
Oranjewijk;0.16;0.51;0.31;0.03
Foudgum;0.02;0.96;0.02;0.00
Slagen;0.13;0.43;0.38;0.06
Koningsbuurt;0.03;0.82;0.09;0.06
Aardenburg;0.02;0.91;0.00;0.07
Bornwird;0.01;0.90;0.02;0.06
Borchen;0.16;0.51;0.30;0.02
Campen;0.16;0.45;0.32;0.07
Raard;0.03;0.90;0.03;0.05
Holwerd;0.13;0.75;0.04;0.07
De Spiker en het industrieterrein Hermes;0.11;0.58;0.31;0.00
Brantgum;0.00;1.00;0.00;0.00
De Zwette I Harlingervaart;0.25;0.56;0.09;0.10
Twijzel;0.07;0.76;0.09;0.08
Trebolbuurt;0.08;0.52;0.31;0.10
Plan-Zuid;0.15;0.54;0.26;0.05
Papaverweg e.o.;0.16;0.50;0.25;0.09
Augustinusga;0.06;0.67;0.24;0.03
Stroobos;0.05;0.82;0.12;0.00
Hantumeruitburen;0.00;0.88;0.00;0.12
Drogeham;0.05;0.72;0.20;0.04
Boelenslaan;0.06;0.68;0.23;0.03
Dikkerslaan-Molenkampsweg en omgeving;0.10;0.58;0.27;0.05
Hiaure;0.00;0.88;0.00;0.12
Kootstertille;0.07;0.68;0.21;0.04
Oosterpark;0.10;0.58;0.29;0.03
Hantum;0.02;0.80;0.03;0.15
Hantumhuizen;0.01;0.94;0.05;0.00
Twijzelerheide;0.07;0.70;0.22;0.01
Gerkesklooster;0.10;0.66;0.24;0.01
Buitenpost;0.01;0.87;0.03;0.09
Twijzel;0.00;0.71;0.03;0.26
Kootstertille;0.03;0.88;0.02;0.07
Augustinusga;0.01;0.89;0.01;0.09
Bermen;0.10;0.40;0.40;0.10
Twijzelerheide;0.00;0.88;0.00;0.11
Gerkesklooster;0.01;0.95;0.01;0.04
Stroobos;0.00;0.99;0.01;0.00
Drogeham;0.01;0.94;0.01;0.04
Surhuisterveen;0.09;0.62;0.23;0.07
Harkema;0.07;0.68;0.23;0.02
Surhuizum;0.04;0.71;0.19;0.06
Nes;0.09;0.75;0.07;0.09
Buren;0.04;0.64;0.15;0.17
Roswinkelerstraat;0.00;0.79;0.07;0.14
Roombeek-Roomveldje;0.11;0.44;0.43;0.03
Weidum;0.07;0.68;0.21;0.04
Centrum;0.17;0.39;0.42;0.03
Surhuisterveen;0.02;0.81;0.01;0.16
Noord;0.12;0.68;0.17;0.03
EnergieCampus Sylsterrak;0.01;0.95;0.04;0.00
Haskerdijken;0.01;0.85;0.04;0.10
Harkema;0.00;0.85;0.03;0.12
Surhuizum;0.02;0.89;0.00;0.10
Roswinkel;0.00;0.94;0.02;0.04
Akkers;0.13;0.47;0.34;0.06
Triemen;0.01;0.86;0.05;0.08
Nijehaske;0.12;0.52;0.28;0.09
Buitengebied Weidum;0.00;0.72;0.00;0.27
Boelenslaan;0.01;0.97;0.00;0.02
Jellum;0.04;0.78;0.04;0.14
Bears;0.03;0.84;0.04;0.09
Binnenstad;0.17;0.52;0.29;0.02
Kleine Rivierenbuurt;0.10;0.41;0.37;0.12
Industriehaven en omgeving;0.02;0.97;0.01;0.00
Harlingen;0.00;0.94;0.00;0.06
Midlum;0.04;0.67;0.25;0.04
Buitengebied Roden Zuid;0.01;0.86;0.05;0.08
Midlum;0.09;0.82;0.01;0.08
Wijnaldum;0.06;0.60;0.34;0.00
Midden;0.13;0.51;0.33;0.04
Koninginnebuurt;0.12;0.55;0.32;0.01
Lies;0.01;0.93;0.02;0.04
Wijnaldum;0.00;0.89;0.00;0.10
Oranjewoud;0.05;0.77;0.10;0.07
De Greiden;0.12;0.45;0.34;0.08
De Heide;0.06;0.68;0.12;0.14
Nieuwebrug;0.01;0.90;0.02;0.07
Akkrum;0.05;0.78;0.12;0.05
Nes;0.02;0.85;0.11;0.02
Skoatterwald;0.10;0.61;0.18;0.10
Aldeboarn;0.03;0.72;0.14;0.11
Cambuursterpad;0.14;0.49;0.33;0.04
De Akkers;0.20;0.57;0.20;0.03
Munnikhove;0.12;0.50;0.26;0.12
Emmakwartier;0.23;0.45;0.32;0.00
Oldehove;0.06;0.32;0.57;0.06
Zwagerbosch;0.06;0.72;0.21;0.00
Buitengebied Hilaard;0.00;0.91;0.01;0.08
Húns;0.00;0.82;0.01;0.17
Het meer;0.05;0.86;0.02;0.07
Nieuweschoot;0.12;0.82;0.03;0.03
Leons;0.03;0.71;0.03;0.23
Haskerveen;0.08;0.82;0.06;0.03
Terband;0.03;0.86;0.00;0.10
Luinjeberd;0.03;0.85;0.05;0.07
Tjalleberd;0.04;0.75;0.14;0.07
Kollum;0.12;0.60;0.26;0.02
Hoek;0.26;0.38;0.31;0.06
Gersloot;0.00;0.93;0.06;0.00
Gersloot-polder;0.00;0.95;0.04;0.01
De Knipe;0.04;0.77;0.15;0.04
Bontebok;0.00;0.96;0.01;0.02
Kollumerpomp;0.05;0.74;0.21;0.00
Blokhuisplein;0.07;0.42;0.44;0.07
Oudeschoot;0.05;0.78;0.10;0.07
Warfstermolen;0.04;0.89;0.04;0.03
Lettersveld I;0.11;0.44;0.38;0.07
Mildam;0.04;0.74;0.12;0.10
Katlijk;0.01;0.88;0.01;0.10
Sonnega;0.03;0.97;0.00;0.00
Dalerveen;0.08;0.92;0.01;0.00
Munnekezijl;0.11;0.60;0.28;0.00
Warfstermolen;0.08;0.81;0.01;0.10
Nieuwehorne;0.05;0.74;0.14;0.07
Oudehorne;0.02;0.80;0.03;0.15
Jubbega;0.04;0.76;0.09;0.10
Hoornsterzwaag;0.01;0.86;0.02;0.11
Kollum;0.07;0.85;0.01;0.07
Merwestein;0.22;0.43;0.28;0.08
Augsbuurt;0.01;0.93;0.01;0.05
Burum;0.03;0.80;0.11;0.05
Munnekezijl;0.03;0.81;0.02;0.14
Westergeest;0.02;0.88;0.06;0.04
Kollumerpomp;0.03;0.90;0.04;0.03
Oudwoude;0.07;0.75;0.12;0.06
Vogelwijk;0.14;0.43;0.37;0.05
Oudwoude;0.01;0.87;0.04;0.08
Veenklooster;0.03;0.74;0.08;0.14
Grote Kerkbuurt;0.09;0.45;0.39;0.07
Kollumerzwaag;0.08;0.65;0.24;0.04
De Waag;0.06;0.41;0.53;0.01
Oldegalieën;0.13;0.51;0.32;0.04
Kollumerzwaag;0.02;0.89;0.04;0.05
Lettersveld II;0.11;0.52;0.32;0.06
Heino-Zuid;0.08;0.61;0.28;0.02
Achter de Hoven;0.14;0.55;0.25;0.06
Baard;0.03;0.79;0.07;0.11
De Venen en Zanden;0.09;0.75;0.15;0.01
Huizum-Dorp;0.11;0.49;0.32;0.08
Bornerbroek;0.09;0.58;0.24;0.10
wijk 21;0.03;0.88;0.03;0.07
Schepenbuurt;0.16;0.54;0.24;0.06
Bloemenbuurt;0.04;0.52;0.37;0.07
Wielenpôlle;0.14;0.59;0.17;0.09
Magere Weide;0.15;0.61;0.19;0.05
Huizum-Sixma;0.27;0.43;0.26;0.04
Huizum-Bornia;0.17;0.57;0.21;0.05
Westenesch;0.00;0.96;0.00;0.03
Huizum-Badweg;0.20;0.58;0.16;0.06
Sonnenborgh;0.12;0.46;0.36;0.05
Zamenhofpark;0.06;0.48;0.42;0.04
Cambuur;0.16;0.38;0.39;0.07
Emmen;0.04;0.78;0.08;0.09
Buitengebied Ossenisse;0.00;0.99;0.01;0.00
Zeeheldenbuurt;0.20;0.46;0.27;0.07
Indische buurt;0.13;0.47;0.35;0.06
Molenpad;0.15;0.49;0.32;0.04
Valeriuskwartier;0.07;0.44;0.43;0.06
Welgelegen;0.18;0.49;0.29;0.04
Pesse-Zuid;0.02;0.91;0.00;0.06
Transvaalwijk;0.12;0.53;0.31;0.04
Bonifatius;0.14;0.47;0.32;0.06
Sonnega;0.00;0.92;0.05;0.02
Westeinde;0.14;0.48;0.33;0.05
Rengerspark;0.19;0.41;0.28;0.12
Vossepark;0.13;0.44;0.37;0.06
Nijelamer;0.00;0.97;0.03;0.00
Harlingervaart Noord;0.26;0.39;0.27;0.07
Langedijke;0.00;0.91;0.06;0.03
Hollanderwijk;0.16;0.51;0.32;0.01
Gerard Dou;0.08;0.55;0.34;0.03
Buitengebied Noordwest;0.06;0.75;0.18;0.01
Helicon;0.37;0.35;0.23;0.06
De Groene Ster;0.11;0.50;0.25;0.14
Julianapark;0.11;0.48;0.34;0.06
Jan van Scorelbuurt;0.09;0.41;0.45;0.04
De Zwette VI Deinumerpolder;0.00;0.92;0.02;0.07
Nijlân;0.13;0.39;0.42;0.06
De Zwette II Zwettehaven;0.14;0.58;0.21;0.07
De Zwette III Schenkenschans;0.21;0.67;0.05;0.07
De Zwette IV Businesspark;0.20;0.71;0.04;0.05
Nij beets;0.06;0.69;0.17;0.09
De Zwette V Newton;0.01;0.87;0.01;0.10
Schieringen;0.09;0.49;0.30;0.12
De Centrale;0.28;0.44;0.19;0.09
Nijeholtwolde;0.00;0.98;0.01;0.00
Centrum Oost 2;0.12;0.45;0.38;0.06
Buitengebied De Zwette;0.02;0.93;0.01;0.04
Buitengebied Noord-West 1;0.02;0.91;0.03;0.04
Zenderen;0.10;0.56;0.26;0.08
Vrijheidswijk-West;0.13;0.42;0.39;0.07
Staatsliedenkwartier en Landstraten;0.19;0.40;0.41;0.00
Heechterp;0.12;0.50;0.33;0.04
Buitengebied West;0.00;0.97;0.00;0.03
Oud Appelscha;0.05;0.82;0.01;0.13
Hassinkbrink;0.06;0.56;0.31;0.06
Camminghaburen-Noord;0.11;0.46;0.32;0.11
Vrijheidswijk-Oost;0.13;0.57;0.26;0.03
De Venen;0.17;0.51;0.27;0.04
Camminghaburen-Midden;0.12;0.43;0.36;0.10
Nijeberkoop;0.07;0.84;0.05;0.04
De Hoop-Zuid;0.02;0.64;0.31;0.03
Hijum;0.06;0.70;0.15;0.09
Camminghaburen-Zuid;0.11;0.48;0.29;0.11
Grote Wielen;0.06;0.91;0.03;0.00
Oldeholtwolde;0.00;0.98;0.02;0.00
Warffum;0.02;0.86;0.08;0.04
De Folgeren;0.09;0.53;0.30;0.08
Aldlân-West;0.10;0.58;0.25;0.07
IJsseltuin en Heelweg;0.13;0.56;0.21;0.10
Bilgaard;0.13;0.42;0.37;0.08
Havankpark;0.03;0.74;0.04;0.19
Feinsum;0.04;0.77;0.06;0.12
Vierhuisterweg e.o.;0.02;0.39;0.14;0.44
Toekomstig bestemmingsplan Noord;0.11;0.59;0.28;0.03
Lekkum;0.08;0.60;0.19;0.13
Oldeberkoop;0.05;0.74;0.18;0.04
Snakkerburen;0.13;0.79;0.04;0.04
Buitengebied Lekkum en Miedum;0.00;0.75;0.04;0.21
Buitengebied Feinsum;0.00;0.90;0.00;0.10
Blitsaerd;0.04;0.89;0.04;0.03
Buurt 10;0.13;0.45;0.33;0.10
Jelsum;0.06;0.85;0.05;0.03
Buitengebied Britsum;0.00;0.86;0.02;0.12
Industrieterrein Staphorst;0.03;0.87;0.02;0.07
Buitengebied Jelsum;0.02;0.83;0.01;0.13
Koarnjum;0.10;0.70;0.15;0.06
Industrieterrein Zanddonk;0.09;0.77;0.05;0.08
Stiens;0.08;0.60;0.28;0.05
Buitengebied Stiens;0.01;0.93;0.01;0.05
Buitengebied Koarnjum;0.00;0.93;0.01;0.06
Britsum;0.06;0.68;0.25;0.01
Frieschepalen;0.07;0.70;0.20;0.03
Rapenburg;0.09;0.56;0.27;0.07
Buitengebied Hijum;0.00;0.94;0.00;0.06
Hempens/Teerns;0.13;0.61;0.26;0.01
Ter Idzard;0.04;0.80;0.03;0.13
Oud-Rochdale;0.17;0.46;0.36;0.00
Alde Leie;0.05;0.79;0.16;0.01
Aldlân-Oost;0.09;0.52;0.30;0.09
Ankummer Es;0.08;0.61;0.26;0.05
Beetsterzwaag;0.10;0.57;0.29;0.04
Hemrik;0.09;0.78;0.09;0.04
Haulerwijk;0.07;0.68;0.22;0.02
Nijetrijne;0.02;0.97;0.00;0.00
Industrieterrein Vriezenveen-West;0.00;0.89;0.00;0.11
Wiarda;0.06;0.88;0.05;0.02
Galgenkamp;0.11;0.53;0.30;0.07
De Werp;0.06;0.91;0.03;0.00
Techum;0.12;0.71;0.09;0.07
Zwiep;0.01;0.98;0.00;0.00
Drakensteyn en omgeving;0.16;0.34;0.44;0.05
Goutum;0.07;0.63;0.20;0.11
Vogelwijk;0.15;0.45;0.36;0.04
Buitengebied Hempens;0.02;0.66;0.16;0.15
Easterlittens;0.09;0.66;0.20;0.05
Buitengebied Easterlittens;0.00;0.78;0.01;0.20
Oldelamer;0.01;0.96;0.03;0.00
Rekken;0.01;0.95;0.01;0.03
Oudleusen kern;0.11;0.64;0.23;0.01
Zuiderburen;0.06;0.62;0.22;0.11
Buitengebied Noord 4;0.03;0.86;0.05;0.06
Bleyenburg;0.15;0.43;0.39;0.03
Middelsee;0.01;0.97;0.01;0.02
Wirdum;0.07;0.66;0.26;0.02
Buitengebied Warten;0.01;0.95;0.01;0.04
Donkerbroek;0.07;0.70;0.22;0.01
Wytgaard;0.11;0.57;0.24;0.08
Buitengebied Wytgaard;0.01;0.76;0.04;0.19
De Zuidlanden;0.00;0.92;0.01;0.08
Swichum;0.01;0.62;0.02;0.36
Buitengebied Wirdum;0.01;0.94;0.01;0.04
Wergea;0.08;0.72;0.19;0.02
Buitengebied Wergea;0.00;0.80;0.00;0.19
Warstiens;0.01;0.80;0.01;0.19
Warten;0.11;0.63;0.20;0.06
Reduzum;0.07;0.65;0.28;0.00
Buitengebied Reduzum;0.02;0.84;0.01;0.13
Eagum;0.00;1.00;0.00;0.00
Idaerd;0.01;0.97;0.01;0.01
Friens;0.05;0.85;0.01;0.08
Haule;0.03;0.74;0.02;0.22
Donkerbroek;0.01;0.86;0.01;0.12
Rumerslanden;0.12;0.49;0.38;0.01
De Wiken-Oost;0.08;0.63;0.24;0.04
Grou;0.07;0.71;0.20;0.01
Buitengebied Grou;0.02;0.86;0.00;0.12
Jirnsum;0.07;0.73;0.16;0.04
Buitengebied Jirnsum;0.00;0.84;0.00;0.16
Wester-Sluitersveldlanden;0.11;0.49;0.38;0.03
Oosterwolde;0.10;0.61;0.25;0.04
Industriepark Oosterwolde;0.24;0.68;0.02;0.05
Elsloo;0.04;0.77;0.07;0.12
Haule;0.00;0.51;0.33;0.16
Makkinga;0.08;0.57;0.33;0.02
Centrum Biddinghuizen;0.18;0.37;0.44;0.01
Oosterwolde;0.01;0.83;0.03;0.13
Pleijendal;0.19;0.44;0.36;0.01
Makkinga;0.01;0.81;0.11;0.06
Elsloo;0.01;0.84;0.04;0.10
Paradijs;0.14;0.66;0.18;0.02
Terwispel;0.02;0.93;0.02;0.03
Nij Beets;0.01;0.87;0.01;0.11
Groeneveld;0.13;0.59;0.17;0.11
Nijeberkoop;0.01;0.63;0.31;0.05
Oldeberkoop;0.01;0.63;0.31;0.05
Waskemeer;0.06;0.67;0.25;0.01
De Swetten;0.08;0.53;0.35;0.04
De Bouwen;0.15;0.50;0.31;0.04
Buitengebied Noord 3;0.00;0.92;0.02;0.06
Haulerwijk;0.03;0.83;0.05;0.09
Noordoost;0.14;0.47;0.35;0.04
Wolvega;0.01;0.87;0.05;0.07
Waskemeer;0.00;0.87;0.00;0.13
De Haven;0.16;0.77;0.03;0.03
Appelscha;0.08;0.71;0.19;0.02
Ravenswoud;0.05;0.90;0.03;0.02
Fochteloo;0.04;0.88;0.08;0.00
Appelscha;0.02;0.47;0.43;0.08
Ravenswoud;0.00;0.72;0.21;0.06
De Hoeve;0.00;0.98;0.02;0.00
Fochteloo;0.01;0.66;0.08;0.25
Gorredijk;0.11;0.58;0.27;0.04
Olterterp;0.02;0.49;0.32;0.16
Lippenhuizen;0.06;0.57;0.29;0.09
Hemrik;0.04;0.69;0.17;0.10
