bu_naam;parkeren_pct;auto_pct;voet_pct;fiets_pct
Noordbarge;0.08;0.73;0.10;0.09
Waldeck Pyrmontweg en omgeving;0.09;0.55;0.33;0.03
Binnenstad-Noord;0.13;0.41;0.40;0.06
De Lariks Oost;0.09;0.53;0.33;0.05
Landgoed Lariks;0.03;0.59;0.29;0.08
Aalderinkshoek Zuidwest;0.11;0.51;0.30;0.08
De Lariks West;0.09;0.50;0.37;0.03
Kibbelveen;0.00;0.95;0.00;0.05
Stroom-Esch;0.10;0.52;0.30;0.08
Luchiesland Zuid;0.08;0.52;0.33;0.07
Holsloot;0.00;0.99;0.01;0.01
Wijnbergen-het Oosten;0.05;0.52;0.34;0.09
Zuid Molukse Buurt;0.07;0.46;0.43;0.04
Baggelhuizen Noord;0.17;0.35;0.41;0.07
Pr. Bernhardstraat en omgeving;0.08;0.52;0.36;0.04
Luchiesland Noord;0.11;0.45;0.36;0.08
Oude Molenbuurt;0.09;0.47;0.42;0.01
Zweeloo;0.06;0.78;0.09;0.08
Aalden;0.08;0.71;0.15;0.06
Balkbrug-Noord;0.14;0.66;0.13;0.08
Dichtershof;0.12;0.56;0.20;0.12
Veningerland;0.10;0.48;0.37;0.05
Benneveld;0.00;0.96;0.02;0.02
Bedrijvenpark A37;0.00;0.89;0.01;0.10
Zwarte Water;0.11;0.48;0.35;0.06
Componistenbuurt West;0.04;0.67;0.16;0.13
Industriegebied De Zegge I en II;0.07;0.84;0.03;0.07
Componistenbuurt Oost;0.14;0.48;0.32;0.07
Noord;0.14;0.54;0.21;0.12
Bentinckspark;0.12;0.50;0.23;0.16
Kruidenwijk Centrum;0.13;0.45;0.35;0.07
Meppen;0.00;0.83;0.03;0.14
Staatsliedenbuurt;0.14;0.44;0.40;0.02
Vreebergen;0.00;0.75;0.08;0.17
Heinsiusbuurt;0.15;0.41;0.43;0.01
Verlengde Oosterdiep;0.00;0.75;0.01;0.24
Noord;0.09;0.48;0.38;0.05
Oud-Assendorp;0.17;0.41;0.34;0.07
Dijkveld;0.06;0.66;0.10;0.18
Zuid;0.12;0.53;0.31;0.03
Venesluis;0.07;0.51;0.34;0.07
Nieuw-Assendorp;0.13;0.45;0.35;0.07
Amelterhout;0.00;0.66;0.12;0.22
Gees;0.02;0.77;0.02;0.20
Fluitenberg;0.03;0.88;0.08;0.02
Lauwers;0.19;0.59;0.12;0.10
Anna Paulownastraat en omgeving;0.12;0.44;0.40;0.04
Zeeheldenbuurt;0.13;0.53;0.33;0.01
Kloosterveste;0.07;0.30;0.50;0.14
Schildersbuurt;0.10;0.56;0.30;0.04
Wezup;0.02;0.86;0.01;0.12
Wezuperbrug;0.01;0.81;0.06;0.12
West;0.14;0.59;0.20;0.07
Vredeveld Noord;0.07;0.50;0.38;0.05
Sluisdennen;0.08;0.61;0.24;0.07
Vastenow;0.00;0.70;0.00;0.29
Emmastraat en omgeving;0.14;0.39;0.43;0.04
De Kampen/De Essen;0.05;0.68;0.13;0.14
Zwinderen;0.01;0.94;0.01;0.05
Elim Kern;0.13;0.55;0.30;0.02
Vredeveld Zuid;0.11;0.50;0.38;0.01
Kloosterhaven;0.04;0.78;0.10;0.09
De Dorpen;0.08;0.54;0.38;0.01
Steenbergerweiden;0.10;0.44;0.32;0.14
Elim-Noord;0.00;0.74;0.19;0.07
Noordscheschut kern;0.12;0.55;0.28;0.05
Industrieterrein Bargermeer;0.08;0.81;0.03;0.08
Grittenhof;0.23;0.59;0.13;0.05
Industriegebied Noord A;0.02;0.76;0.06;0.16
Kloosterstede;0.15;0.43;0.38;0.03
De Stoepen;0.06;0.69;0.19;0.06
Oranjewijk 2;0.08;0.68;0.20;0.04
GGZ-terrein;0.19;0.56;0.16;0.09
Schutlanden-Oost;0.14;0.59;0.17;0.10
Nieuwlande kern;0.06;0.79;0.10;0.05
Park Diepstroeten;0.09;0.58;0.25;0.09
Centrum;0.10;0.32;0.53;0.05
Kattouw;0.10;0.50;0.20;0.19
Wezenlanden;0.09;0.48;0.35;0.09
Pittelo Zuid;0.01;0.65;0.16;0.18
De Beemden;0.12;0.55;0.24;0.08
Noordscheschut;0.02;0.88;0.01;0.10
Manderveen;0.01;0.93;0.05;0.01
Pittelo Midden;0.09;0.49;0.37;0.05
Krakeel;0.14;0.44;0.35;0.07
Oene;0.11;0.67;0.22;0.00
Pittelo Noord;0.12;0.37;0.43;0.08
Wolfsbos;0.13;0.51;0.31;0.06
Oorlogsheldenbuurt;0.00;0.61;0.38;0.00
Pierik;0.12;0.51;0.27;0.10
Recreatiepark Pittelo;0.10;0.43;0.30;0.17
Erflanden;0.10;0.61;0.23;0.05
Schenkeldijk;0.06;0.94;0.00;0.00
Bedrijventerrein Marslanden-Noord;0.01;0.81;0.03;0.15
Scholtenskanaal;0.03;0.86;0.04;0.08
Rietlanden;0.10;0.64;0.15;0.11
Kloosterkade;0.05;0.57;0.29;0.08
De Maten;0.22;0.61;0.06;0.11
Langs de Vaart;0.01;0.84;0.00;0.15
Sportpark Van den Wildenberg;0.29;0.32;0.38;0.00
Hanzeland;0.04;0.54;0.36;0.07
De Boskamp;0.05;0.79;0.11;0.04
Kamperpoort;0.24;0.48;0.23;0.05
Baggelhuizen Zuid;0.03;0.66;0.18;0.13
Baggelhuizen Midden;0.08;0.61;0.22;0.10
Limietweg;0.00;0.93;0.00;0.07
Barger-Compascuum;0.08;0.75;0.02;0.16
Nieuw-Dordrecht-Centrum;0.11;0.57;0.24;0.08
Loovelt;0.10;0.51;0.32;0.08
Huize Nassau;0.02;0.85;0.05;0.09
Westerse Bos;0.00;0.94;0.00;0.05
Industriegebied Noord B;0.01;0.80;0.02;0.17
Oud-Bergentheim;0.00;0.86;0.01;0.12
Sterrenbeeldenbuurt;0.02;0.77;0.09;0.12
Fluitenberg kern;0.04;0.82;0.05;0.09
Oranjedorp;0.02;0.93;0.01;0.04
Klooster;0.00;0.93;0.01;0.06
Kazerneterrein;0.17;0.55;0.25;0.04
De Heege;0.05;0.64;0.22;0.10
Binnenstad-Zuid;0.11;0.47;0.32;0.09
Westerpark;0.12;0.61;0.17;0.10
Coevorden;0.02;0.85;0.03;0.10
Holwert;0.15;0.60;0.18;0.07
Ulk en omgeving;0.15;0.51;0.29;0.05
Sportpark Stadsbroek;0.16;0.55;0.21;0.08
Westelijk en oostelijk Weiteveen;0.00;0.95;0.05;0.00
Tiendeveen kern;0.08;0.74;0.15;0.04
Nieuwendijk (gedeeltelijk);0.00;0.83;0.17;0.00
Java en omgeving;0.14;0.45;0.38;0.04
Bornsestraat en omgeving Midden;0.09;0.47;0.33;0.11
De Hoogspanning;0.09;0.59;0.23;0.09
Nieuw-Amsterdam-Centrum;0.10;0.68;0.19;0.04
Klinkenvlier;0.14;0.58;0.15;0.14
Ossehaar;0.03;0.70;0.19;0.08
De Venen/De Wallen;0.06;0.67;0.15;0.12
Herenstreek;0.00;0.68;0.03;0.29
Leemslagen-Oost;0.19;0.58;0.16;0.07
De Velden/De Stukken;0.06;0.58;0.17;0.18
Emmermeer;0.15;0.54;0.29;0.02
Lutten-Oost;0.06;0.92;0.02;0.00
De Landen/De Akkers;0.12;0.50;0.25;0.12
Peelerpark;0.01;0.92;0.06;0.01
Messchenveld;0.02;0.74;0.14;0.10
Oost;0.14;0.45;0.33;0.07
Eiland Tiengemeten (gedeeltelijk);0.00;0.35;0.65;0.00
De Messchen;0.04;0.71;0.15;0.10
Kinholt;0.02;0.63;0.27;0.09
Veerallee;0.06;0.69;0.22;0.04
De Hamels;0.01;0.72;0.14;0.12
De Kleuven;0.06;0.62;0.31;0.00
De Dreven;0.07;0.67;0.21;0.05
Schoonvelde-West;0.11;0.60;0.20;0.10
Schoonvelde-Oost;0.14;0.54;0.26;0.05
Bedrijventerrein Voorst-A;0.09;0.74;0.09;0.07
De Breeën;0.08;0.60;0.19;0.14
Schutlanden-West;0.10;0.54;0.27;0.09
Baanakkerspark Zuid;0.08;0.33;0.43;0.16
De Hoven;0.06;0.73;0.14;0.07
Ubbena;0.01;0.65;0.02;0.33
wijk 11;0.12;0.75;0.11;0.02
De Heugten;0.10;0.51;0.31;0.09
Recreatiepark Zeijerveen;0.00;0.88;0.02;0.10
De Hullen;0.05;0.63;0.29;0.02
Kloosterhout;0.00;0.79;0.19;0.02
Trasselt;0.09;0.56;0.24;0.11
De Goorns;0.08;0.64;0.25;0.03
Barger-Erfscheidenveen;NULL;NULL;NULL;NULL
Bedrijventerrein Marsdijk West;0.12;0.71;0.08;0.10
Steenwijksmoer;0.07;0.77;0.15;0.01
Johan Jongkindbuurt;0.10;0.46;0.34;0.10
Bedrijventerrein West;0.03;0.80;0.10;0.08
Angelslo;0.14;0.46;0.31;0.09
Elim-Zuid;0.01;0.90;0.02;0.06
Kloosterbos;0.08;0.64;0.24;0.04
Emmerhout;0.15;0.48;0.29;0.08
Klazienaveen-Zuid;0.12;0.57;0.27;0.03
Loon;0.00;0.91;0.07;0.02
Tussenboerslanden;0.17;0.46;0.33;0.03
Belgiëplein e.o.;0.19;0.30;0.40;0.11
Bedrijventerrein Oost;0.03;0.88;0.01;0.08
Bedrijventerrein Marsdijk Oost;0.04;0.87;0.02;0.07
Barger-Oosterveen;0.02;0.78;0.06;0.14
Kloostermanswijk;0.01;0.91;0.09;0.00
Blokweer Zuid;0.19;0.48;0.32;0.01
Havenkanaal Noordzijde;0.04;0.78;0.08;0.09
Dordsedijk;0.00;0.75;0.03;0.22
Meijhorst;0.12;0.48;0.37;0.04
Havenkanaal Zuidzijde;0.08;0.74;0.16;0.01
Derksweg;0.00;1.00;0.00;0.00
Delftlanden;0.09;0.82;0.03;0.06
Nieuweroord kern;0.06;0.89;0.05;0.00
Kloostertuinen;0.11;0.55;0.26;0.08
Loon;0.01;0.85;0.04;0.11
Ermerveen;0.00;1.00;0.00;0.00
Hollandscheveld kern;0.11;0.56;0.27;0.06
Kloosterlanen;0.02;0.64;0.27;0.07
Binnenvree Buitenvree Pikveld;0.12;0.54;0.29;0.05
Historisch Centrum;0.13;0.41;0.45;0.01
Vriezenveenseweg en omgeving Haghoek Oost;0.08;0.60;0.28;0.03
Kloosterhoven;0.11;0.51;0.24;0.13
Ballast;0.08;0.65;0.24;0.03
De Loo;0.06;0.58;0.24;0.12
Bedrijventerrein Voorst-B;0.01;0.77;0.07;0.14
Kloostergaarde;0.14;0.43;0.29;0.14
Steenwijksmoer;0.01;0.89;0.02;0.09
Parkweg en omgeving;0.07;0.57;0.30;0.07
Kloosterhage;0.04;0.62;0.33;0.01
Planetenbuurt;0.06;0.71;0.15;0.08
De Zoom;0.03;0.91;0.02;0.05
Hare;0.04;0.87;0.02;0.07
De Heege en De Mars;0.19;0.73;0.01;0.07
Overige verspreide huizen Zuid-Beijerland;0.03;0.82;0.04;0.10
Emmerschans;0.10;0.58;0.24;0.07
Groene Dijk;0.08;0.82;0.05;0.05
Leeuwerikenveld;0.19;0.71;0.01;0.09
Arendsboer en omgeving Noord;0.11;0.52;0.33;0.04
Kanaalzone Bosscheweg;0.06;0.53;0.29;0.12
Nintemanterrein;0.04;0.65;0.28;0.03
Uitbreidingsgebied Kloosterveen;0.00;0.75;0.00;0.25
Emmen over 't spoor;0.19;0.56;0.19;0.06
Vriezenveenseweg en omgeving Haghoek West;0.06;0.58;0.32;0.03
Het grote Veld;0.00;0.90;0.01;0.09
Nieuwe Krim;0.00;1.00;0.00;0.00
Emmeloord-Bedrijventerrein A6;0.00;0.88;0.00;0.12
Ubbena Oost;0.00;0.97;0.01;0.02
Goirleseweg West;0.08;0.74;0.15;0.02
Ubbena West;0.00;0.84;0.07;0.09
Schipluidenbuurt;0.03;0.52;0.33;0.12
Rhee;0.00;0.79;0.01;0.19
Bos en Golf;0.05;0.50;0.35;0.10
Ter Aard;0.00;0.73;0.00;0.27
Ter Aard;0.02;0.74;0.08;0.15
Witten;0.11;0.79;0.02;0.09
Nieuwe Krim;0.01;0.99;0.00;0.00
Coevorden-Centrum;0.17;0.44;0.35;0.03
Zeijerveld;0.00;0.86;0.04;0.10
Witten;0.01;0.68;0.00;0.31
Lootuinen;0.07;0.65;0.18;0.09
Molengronden;0.09;0.65;0.20;0.06
Graswijkbuurt;0.00;0.97;0.02;0.01
Anreep;0.00;0.95;0.00;0.05
Anreep/Schieven;0.00;0.92;0.01;0.08
Schieven;0.00;0.60;0.14;0.25
Natuurgebied Amelte;0.00;0.69;0.13;0.19
Nieuwlande;0.00;0.96;0.00;0.04
wijk 12;0.16;0.65;0.11;0.08
Weijerswold;0.00;0.79;0.00;0.21
Vlieghuis en Padhuis;0.01;0.90;0.01;0.08
Dalen;0.07;0.75;0.14;0.04
Arendsboer en omgeving Zuid;0.11;0.53;0.34;0.01
Dalerpeel;0.06;0.86;0.08;0.00
Dalen;0.13;0.79;0.02;0.06
Wachtum;0.00;0.97;0.03;0.00
Wachtum;0.00;0.97;0.00;0.02
Spoolde;0.04;0.88;0.04;0.03
Oosterhesselen;0.00;0.91;0.02;0.07
Gees;0.05;0.83;0.02;0.10
Sleen;0.08;0.80;0.10;0.02
Ootmarsumsestraat en omgeving;0.17;0.49;0.28;0.07
Geesbrug;0.03;0.91;0.02;0.05
't Haantje;0.02;0.77;0.03;0.19
Aalanden-Oost;0.14;0.37;0.35;0.14
Sleen;0.00;0.92;0.00;0.07
Riet Zuid;0.16;0.38;0.45;0.01
Achterste Erm;0.00;0.89;0.00;0.11
Noord-Sleen;0.01;0.89;0.01;0.10
Ericasestraat;0.00;0.72;0.01;0.26
Parc Sandur;0.09;0.68;0.15;0.07
Schoonoord;0.01;0.88;0.02;0.09
Dijkstraat en omgeving;0.10;0.52;0.35;0.03
Veenoord;0.00;0.87;0.01;0.13
Erm;0.01;0.94;0.01;0.04
Holsloot;0.00;0.99;0.00;0.01
Wonde en omgeving;0.11;0.49;0.40;0.01
Benneveld;0.00;0.91;0.02;0.07
Elm;0.01;0.83;0.09;0.06
Zweeloo;0.02;0.90;0.02;0.06
Meppen;0.01;0.93;0.01;0.06
Weerdingerkanaal;0.06;0.77;0.10;0.08
Industriegebied Buitenvaart;0.00;0.88;0.04;0.08
Wezuperbrug;0.00;0.90;0.05;0.05
Derde Kruisdiep;0.05;0.76;0.14;0.04
Witvoet en omgeving;0.18;0.41;0.31;0.09
Weerdinge;0.03;0.75;0.07;0.15
Nieuw-Amsterdam;0.02;0.92;0.01;0.05
Erica-Centrum;0.10;0.63;0.20;0.07
Ossenkoppelerhoek-West;0.11;0.52;0.34;0.04
Ossenkoppelerhoek-Midden-Zuid;0.17;0.46;0.33;0.04
Hulshorst;0.11;0.68;0.09;0.12
Beekweg;0.01;0.99;0.00;0.00
Verlengde Vaart;0.00;0.81;0.00;0.18
Klazienaveen-Noord;0.09;0.65;0.20;0.06
Schoonebeek;0.05;0.86;0.06;0.02
Erica;0.03;0.91;0.02;0.03
Oosterse Bos en Middendorp;0.02;0.79;0.00;0.19
Barger-Oosterveld;0.08;0.66;0.17;0.09
Eemster;0.01;0.98;0.01;0.00
Tuinbouwcentrum Klazienaveen;0.01;0.97;0.00;0.03
Klazienaveen;0.02;0.84;0.08;0.06
Emmen-omgeving Oude Roswinkelerweg;0.07;0.71;0.14;0.08
Zwartemeer-Centrum;0.05;0.75;0.14;0.07
Kamerlingswijk;0.04;0.78;0.08;0.10
Zwartemeer;0.01;0.71;0.03;0.25
Schoonebeek;0.10;0.62;0.20;0.07
Hofkamp-West;0.13;0.59;0.27;0.01
Indische buurt;0.16;0.46;0.34;0.03
Zandpol;0.08;0.79;0.09;0.04
Industrieterrein De Vierslagen;0.08;0.89;0.00;0.03
Veenoord;0.10;0.80;0.08;0.03
Warande West;0.19;0.64;0.13;0.04
Veenoord;NULL;NULL;NULL;NULL
Nieuw-Schoonebeek;0.09;0.62;0.20;0.08
Westelijk Nieuw-Schoonebeek;0.00;0.81;0.02;0.16
Oostelijk Nieuw-Schoonebeek;0.03;0.79;0.00;0.17
Nieuw-Schoonebeek;0.00;0.91;0.02;0.07
Weiteveen;0.01;0.67;0.23;0.09
Emmen-Centrum;0.19;0.41;0.38;0.02
Hofkamp-Oost;0.09;0.53;0.32;0.07
Hollandscheveld-West;0.00;0.81;0.01;0.18
Hollandscheveld-Oost;0.03;0.80;0.12;0.05
Tiendeveen;0.01;0.91;0.00;0.08
Stuifzand kern;0.05;0.67;0.25;0.03
Geschiedschrijversbuurt;0.12;0.47;0.36;0.05
Nieuwlande;0.00;0.88;0.05;0.07
Nieuweroord;0.00;0.91;0.01;0.08
Zuideropgaande Nieuw Moscou;0.04;0.85;0.03;0.09
Stuifzand;0.00;0.90;0.00;0.09
Blankenstein;0.01;0.75;0.13;0.10
Pesse kern;0.06;0.80;0.13;0.01
Pesse-West;0.02;0.93;0.03;0.03
Pesse-Oost;0.00;0.94;0.01;0.05
Alteveer;0.01;0.97;0.00;0.03
Industrieterrein Noord I;0.00;0.84;0.04;0.12
Aalderinkshoek Zuidoost;0.04;0.57;0.26;0.13
Nijstad;0.03;0.90;0.01;0.07
Industrieterrein Noord II;0.01;0.84;0.07;0.07
Reestlanden;0.01;0.78;0.12;0.09
Schildersbuurt;0.11;0.51;0.37;0.01
Plantenbuurt;0.07;0.74;0.15;0.04
Scheepsbuurt;0.06;0.82;0.08;0.04
Bloemenbuurt;0.11;0.57;0.29;0.02
Industrie Oevers A;0.05;0.78;0.02;0.14
Oud-Westenholte;0.07;0.63;0.24;0.06
Verspreid gebied Meppel Noord;0.00;0.95;0.00;0.05
Nijeveense Bovenboer;NULL;NULL;NULL;NULL
Verspreid gebied Nijeveen;0.01;0.89;0.01;0.09
Westenholte-Stins;0.14;0.35;0.28;0.22
Verspreid gebied Meppel Oost;0.01;0.68;0.20;0.11
Schelfhorst-Zuidoost;0.10;0.59;0.24;0.07
Rogat;0.01;0.96;0.01;0.01
Broekhuizen;NULL;NULL;NULL;NULL
De Schiphorst;0.00;0.92;0.00;0.08
Kerkenbos;0.03;0.73;0.09;0.15
Verspreid gebied Meppel Zuid;0.11;0.83;0.02;0.04
Nijeveen Oost;0.02;0.92;0.02;0.04
Well;0.05;0.72;0.19;0.04
wijk 13;0.02;0.83;0.07;0.08
Huttenveld;0.03;0.70;0.17;0.09
wijk 14;0.09;0.76;0.09;0.07
Nieuwstraat en omgeving;0.17;0.51;0.30;0.02
Veenelanden;0.00;0.87;0.00;0.13
Kollenveld-Bolkshoek;0.04;0.85;0.09;0.02
De Grens;0.16;0.74;0.07;0.03
Hofkamp;0.01;0.83;0.06;0.11
Schelfhorst-Zuidwest;0.06;0.61;0.25;0.08
Ferwoude;0.09;0.71;0.13;0.07
Kanaalzijde;0.07;0.66;0.13;0.13
Leemslagen-Noord;0.15;0.51;0.24;0.10
Leemslagen-Zuid;0.14;0.55;0.21;0.10
Zeven Bosjes;0.02;0.81;0.11;0.06
Bedrijvenpark Twente;0.11;0.86;0.01;0.01
Achterwillenseweg;0.06;0.41;0.48;0.05
wijk 20;0.01;0.93;0.00;0.06
Bornsche Maten;0.11;0.60;0.24;0.06
Borne Centrum;0.13;0.50;0.32;0.05
't Wensink Noord;0.06;0.58;0.31;0.05
Cereslaan;0.17;0.42;0.38;0.03
Borne-West;0.02;0.90;0.05;0.04
Polhaar;0.10;0.58;0.31;0.01
Werkeren;0.12;0.51;0.34;0.03
Borne-Oost;0.08;0.77;0.14;0.01
Gernermarke-Oosterdalfsen;0.07;0.61;0.25;0.07
Bedrijventerrein Rondweg;0.04;0.89;0.02;0.04
Ankum kern;0.12;0.55;0.33;0.00
Welsum-Gerner;0.06;0.83;0.05;0.05
Zenderen;0.02;0.91;0.04;0.04
Hertme;0.04;0.64;0.30;0.02
Oosterhout;0.17;0.47;0.29;0.08
Kern Ommen - Centrum;0.15;0.50;0.33;0.02
Hertme;0.00;0.92;0.01;0.07
Dalfsen Centrum;0.20;0.41;0.37;0.02
Vechtvliet-Leemcule;0.02;0.65;0.32;0.00
Meppelerstraatweg-Zuid;0.10;0.55;0.18;0.17
Oosterparkbuurt Zuidoost;0.15;0.29;0.52;0.03
Ankum;0.01;0.95;0.03;0.02
Bedrijventerrein De Grift;0.02;0.95;0.01;0.02
Dalmsholte;0.00;0.92;0.00;0.08
Dalfserveld;0.00;0.93;0.00;0.06
Oudleusenerveld;0.01;0.93;0.00;0.06
Deppenbroek;0.15;0.45;0.40;0.00
Nieuwe Landen;0.05;0.66;0.27;0.02
Bedrijventerrein Floresstraat;0.04;0.67;0.21;0.08
Watervogelbuurt;0.09;0.34;0.53;0.04
Hessum-Rechteren;0.01;0.92;0.02;0.06
Nieuwleusen Centrum-zuid;0.06;0.61;0.28;0.05
Nieuwleusen Centrum-noord;0.29;0.41;0.24;0.06
Lemelerveld west;0.01;0.88;0.05;0.06
Millingen;0.02;0.66;0.24;0.08
Emmen-De Marshoek;0.02;0.82;0.04;0.12
Hoonhorst kern;0.06;0.65;0.28;0.01
Lenthe;0.00;0.97;0.00;0.03
Lemelerveld kern west;0.12;0.56;0.28;0.04
Bedrijventerrein 't Febriek;0.09;0.91;0.00;0.00
Nieuwleusen Noord;0.11;0.66;0.22;0.01
Nieuwleusen Zuid;0.18;0.58;0.23;0.02
Westerbouwlanden;0.07;0.64;0.26;0.03
Lemelerveld kern oost;0.09;0.61;0.29;0.01
Bedrijventerrein De Evenboer;0.11;0.75;0.08;0.06
De Meele;0.01;0.94;0.02;0.03
Spikvoorde;0.15;0.58;0.26;0.01
Oosterhulst;0.02;0.95;0.00;0.02
Ruitenveen;0.00;0.85;0.00;0.14
Oosteinde;0.00;0.96;0.00;0.04
Drienerveld-U.T.;0.12;0.63;0.17;0.07
Schreurserve;0.13;0.49;0.38;0.00
Noordenbergkwartier;0.11;0.49;0.38;0.02
Drinkwaterbedrijf;0.00;0.52;0.28;0.20
Lemelerveld oost;0.06;0.92;0.01;0.01
Park Stokhorst;0.10;0.54;0.33;0.03
Stokhorst;0.04;0.77;0.13;0.06
Lage Mierde;0.07;0.68;0.18;0.07
Centrum;0.05;0.33;0.61;0.01
Bergkwartier;0.17;0.44;0.32;0.07
Noordenbergsingel;0.11;0.42;0.35;0.13
Ribbelt-Ribbelerbrink;0.13;0.46;0.40;0.01
Noorderplein;0.12;0.53;0.35;0.00
Wesselerbrink Zuid-West;0.15;0.46;0.36;0.03
Boddenkamp;0.20;0.47;0.30;0.03
Singel;0.08;0.38;0.47;0.08
Stroinkslanden-Zuid;0.16;0.43;0.36;0.05
Horstlanden-Stadsweide;0.13;0.43;0.41;0.03
Kern Ommen - Strangen;0.18;0.47;0.33;0.01
Raambuurt;0.09;0.43;0.45;0.03
Helmerhoek-Noord;0.10;0.49;0.33;0.09
Lange Zandstraat;0.11;0.49;0.38;0.01
Knutteldorp;0.12;0.48;0.33;0.08
De Hoven;0.10;0.65;0.19;0.07
Industrie- en havengebied;0.08;0.79;0.05;0.08
Swormink;0.13;0.56;0.27;0.04
Zwolseweg;0.07;0.51;0.42;0.01
Stroinkslanden Noord-Oost;0.07;0.58;0.29;0.06
Componistenbuurt;0.11;0.53;0.32;0.03
Zandweerd-Zuid;0.14;0.42;0.39;0.05
Marssteden;0.01;0.95;0.01;0.04
De Els;0.11;0.58;0.31;0.00
Wooldrik;0.07;0.54;0.39;0.01
Brinkhoek;0.06;0.77;0.05;0.11
Zandweerd-Noord;0.11;0.52;0.32;0.06
Stroinkslanden Noord-West;0.07;0.65;0.20;0.08
Wesselerbrink Noord-Oost;0.19;0.52;0.26;0.03
Wesselerbrink Zuid-Oost;0.14;0.49;0.35;0.02
De Warande;0.12;0.51;0.22;0.15
Schrijversbuurt;0.04;0.52;0.37;0.08
Rode Dorp;0.12;0.45;0.41;0.03
Wesselerbrink Noord-West;0.11;0.57;0.27;0.05
Bedrijventerrein de Vrolijkheid;0.07;0.68;0.14;0.11
Oudegoedstraat;0.06;0.52;0.42;0.00
Glanerveld;0.10;0.59;0.22;0.09
Bentveld-Bultserve;0.11;0.52;0.35;0.02
Burgemeestersbuurt;0.14;0.43;0.42;0.01
Helmerhoek-Zuid;0.14;0.55;0.27;0.04
het Brunink;0.00;0.80;0.03;0.17
Schipholt-Glanermaten;0.16;0.51;0.33;0.00
Oosterstraat;0.16;0.36;0.48;0.00
Rielerweg-West;0.12;0.46;0.41;0.01
Koekoeksbeekhoek;0.13;0.83;0.01;0.04
Rielerweg-Oost;0.09;0.53;0.26;0.11
Brinkgreven;0.18;0.64;0.13;0.05
Kennispark;0.22;0.47;0.20;0.12
Borgele;0.10;0.52;0.32;0.06
Varvik-Diekman;0.15;0.52;0.29;0.05
Sleutelkamp;0.14;0.49;0.31;0.05
Eekmaat;0.18;0.46;0.34;0.02
Platvoet;0.13;0.58;0.24;0.06
Ludgeruskwartier;0.11;0.46;0.37;0.06
't Weldink;0.01;0.74;0.08;0.17
De Leuriks;0.09;0.74;0.09;0.08
Mantinge;0.01;0.94;0.01;0.05
Tuindorp;0.09;0.47;0.43;0.02
Eilermarke;0.11;0.61;0.26;0.02
De Slank;0.07;0.80;0.01;0.11
De Mheen;0.10;0.52;0.33;0.06
Rollecatekwartier;0.05;0.55;0.34;0.05
Oikos;0.10;0.66;0.22;0.01
Dolphia;0.09;0.71;0.19;0.01
Veldhoek;0.00;0.88;0.00;0.12
Oranjekwartier;0.08;0.50;0.37;0.05
Dorp Boekelo;0.11;0.63;0.25;0.01
Cromhoffsbleek-Kotman;0.11;0.58;0.27;0.04
Boswinkel-De Braker;0.11;0.49;0.39;0.01
Ten oosten van Apeldoornseweg;0.13;0.65;0.16;0.05
L. Napoleonplantsoen en omgeving;0.05;0.40;0.52;0.03
Blauwenoord;0.08;0.69;0.16;0.06
Haaksbergen Kern-3;0.08;0.60;0.31;0.01
Snipperling;0.04;0.76;0.12;0.08
Stadsveld-Zuid;0.12;0.41;0.46;0.01
Landsherenkwartier;0.14;0.44;0.37;0.05
Bussereind;NULL;NULL;NULL;NULL
Pathmos;0.16;0.38;0.45;0.01
Stevenfenne;0.17;0.43;0.39;0.00
Stadsveld-Noord-Bruggert;0.07;0.48;0.45;0.00
Stadhoudersmolen;0.12;0.69;0.10;0.09
Rivierenbuurt;0.13;0.51;0.28;0.08
Deltabuurt;0.10;0.52;0.34;0.04
Eekmaat West;0.13;0.54;0.30;0.03
Dorp Lonneker;0.09;0.58;0.25;0.07
Hoornwerk;0.12;0.47;0.31;0.10
Industrieterrein;0.07;0.74;0.13;0.06
Tubantia-Toekomst;0.21;0.44;0.31;0.03
Kloosterlanden;0.03;0.79;0.13;0.04
Haaksbergen Kern-2;0.06;0.70;0.24;0.00
Twekkelerveld;0.11;0.43;0.42;0.04
Zuidwestkwadrant Osdorp Noord;0.11;0.24;0.56;0.08
Epse-Noord;0.07;0.88;0.03;0.02
Dorp Lettele;0.09;0.68;0.17;0.06
Lutten-West;0.33;0.66;0.00;0.01
Handelspark De Weteringen;0.10;0.80;0.08;0.03
Leemdijk;0.07;0.80;0.09;0.03
Okkenbroek;0.02;0.83;0.11;0.04
Haaksbergen Kern-4;0.03;0.60;0.32;0.04
Zienesch;0.10;0.57;0.31;0.02
De Pas;0.15;0.54;0.30;0.01
Het Oostrik;0.11;0.37;0.44;0.08
Witveld;0.35;0.57;0.01;0.07
Bolhaar;0.07;0.61;0.29;0.03
De Bothoven;0.18;0.47;0.33;0.01
Spaarndammerbuurt Zuidoost;0.13;0.31;0.48;0.08
Groot Douwel;0.12;0.56;0.26;0.05
Hogeland-Noord;0.11;0.48;0.39;0.01
Matenhoeve;0.09;0.64;0.15;0.12
Op den Haar;0.12;0.56;0.25;0.07
Veldmaat 1;0.08;0.60;0.25;0.07
Veldmaat 2;0.18;0.62;0.19;0.00
Geren;0.11;0.57;0.19;0.13
Steinvoorde;0.13;0.47;0.30;0.11
Graveland;0.00;0.75;0.14;0.11
